Enseigne;Adresse;Nombre Points de charge;Puissance délivrée;Type de prise;Condition d'accès;Accessibilité;Coordonnees;Commune;Nom du d�partement;Nom de la r�gion;Commentaires;Nom de la borne
Paris Aéroports;Parking PEF, Aéroport de Roissy-CDG;2;3.7;T2 - EF;Gratuit;24/24 7/7 jours;49.004442,2.576883;Le Mesnil-Amelot;SEINE-ET-MARNE;ILE-DE-FRANCE;;B382
Paris Aéroports;Parking P2, Aéroport de Orly;2;3.7;T2 - EF;Gratuit;24/24 7/7 jours;48.729857,2.361717;Paray-Vieille-Poste;ESSONNE;ILE-DE-FRANCE;;B383
WiiiZ;Avenue de Provence;2;22.0;T2 - EF;payant;24/24 7/7 jours;43.65687,6.927089;Grasse;ALPES-MARITIMES;PROVENCE-ALPES-COTE D'AZUR;;B384
wiiiz;Rue Paul Négrin;2;22.0;T2 - EF;payant;24/24 7/7 jours;43.54916,6.971852;Cannes;ALPES-MARITIMES;PROVENCE-ALPES-COTE D'AZUR;;B385
wiiiz;1 Rue des Lentisques;2;22.0;T2 - EF;payant;24/24 7/7 jours;43.577129,6.998012;Le Cannet;ALPES-MARITIMES;PROVENCE-ALPES-COTE D'AZUR;;B386
Alizé Liberté;Avenue Raymond Poincaré 6190 ROQUEBRUNE CAP MARTIN;2;22.0;T2 - EF;payant;24/24 7/7 jours;43.765323,7.45799;Roquebrune-Cap-Martin;ALPES-MARITIMES;PROVENCE-ALPES-COTE D'AZUR;;B387
Alizé Liberté;Place Des Victoires 6500 GORBIO;2;22.0;T2 - EF;payant;24/24 7/7 jours;43.78694,7.442932;Gorbio;ALPES-MARITIMES;PROVENCE-ALPES-COTE D'AZUR;;B388
Alizé Liberté;Rue Prato 6500 MENTON;2;22.0;T2 - EF;payant;24/24 7/7 jours;43.773746,7.499757;Menton;ALPES-MARITIMES;PROVENCE-ALPES-COTE D'AZUR;;B389
move in pure;91, route de la roche de Glun;2;50.0;T2 - EF;payant;24/24 7/7 jours;44.9607,4.87742;Bourg-lès-Valence;DROME;AUVERGNE-RHONE-ALPES;;B390
Révéo;Place du Foirail 46250 MARMINIAC;4;36.0;T2 - EF;payant;24/24 7/7 jours;44.665432,1.194853;Marminiac;LOT;OCCITANIE;;B391
Révéo;Quai du vert 46150 CATUS;8;36.0;T2 - EF;payant;24/24 7/7 jours;44.555677,1.33507;Catus;LOT;OCCITANIE;;B392
Révéo;Parking bessière 46000 CAHORS;8;36.0;T2 - EF;payant;24/24 7/7 jours;44.452447,1.437825;Cahors;LOT;OCCITANIE;;B393
Révéo;Parking bessière 46000 CAHORS;8;4.0;T2 - EF;payant;24/24 7/7 jours;44.452447,1.437825;Cahors;LOT;OCCITANIE;;B394
Révéo;Le lac 46300 LE VIGAN;4;4.0;T2 - EF;payant;24/24 7/7 jours;44.742531,1.442437;Le Vigan;LOT;OCCITANIE;;B395
Révéo;Place du faubourg st Privat 46800 MONTCUQ;4;36.0;T2 - EF;payant;24/24 7/7 jours;44.33831,1.211874;Montcuq-en-Quercy-Blanc;LOT;OCCITANIE;;B396
Révéo;D673 Lieu dit L'hospitalet 46500 RoCAMADOUR;8;4.0;T2 - EF;payant;24/24 7/7 jours;44.805323,1.626287;Rocamadour;LOT;OCCITANIE;;B397
Révéo;Chemin Du Rouquet 46090 MERCUES;8;4.0;T2 - EF;payant;24/24 7/7 jours;44.495255,1.386206;Mercuès;LOT;OCCITANIE;;B398
Révéo;D673, Place de la Victoire proche Chemin du Touron 46250 CAZALS;4;36.0;T2 - EF;payant;24/24 7/7 jours;44.645156,1.224648;Cazals;TARN-ET-GARONNE;OCCITANIE;;B399
Révéo;La barrière 46600 FLOIRAC;4;4.0;T2 - EF;payant;24/24 7/7 jours;44.912921,1.653363;Floirac;LOT;OCCITANIE;;B400
Révéo;Place de la Foun Priundo 46230 LALBENQUE;8;36.0;T2 - EF;payant;24/24 7/7 jours;44.336149,1.548159;Lalbenque;LOT;OCCITANIE;;B401
Révéo;Allées des soupirs 46000 CAHORS;8;4.0;T2 - EF;payant;24/24 7/7 jours;44.44275819,1.434081071;Cahors;LOT;OCCITANIE;;B402
Révéo;Le bourg 46260 CONCOTS LE BOURG;4;4.0;T2 - EF;payant;24/24 7/7 jours;44.400974,1.646001;Concots;LOT;OCCITANIE;;B403
MOBILOIRE;Chemin du cadran solaire;2;22.0;T2 - EF;payant;24/24 7/7 jours;45.547949,4.437454;Fontanès;LOIRE;AUVERGNE-RHONE-ALPES;;B404
Grenoble;Rue Lamartine 38170 SEYSSINET-PARISET;2;22.0;T2 - EF;payant;24/24 7/7 jours;45.17999,5.695541;Seyssinet-Pariset;ISERE;AUVERGNE-RHONE-ALPES;;B405
Grenoble;Allée Des Amphores 38000 MEYLAN;2;22.0;T2 - EF;payant;24/24 7/7 jours;45.21114,5.786497;Meylan;ISERE;AUVERGNE-RHONE-ALPES;;B406
Révéo;Rue Des Buissonnets 34710 LESPIGNAN;2;22.0;T2 - EF;payant;24/24 7/7 jours;43.272125,3.169727778;Lespignan;HERAULT;OCCITANIE;;B407
MAMP;Avenue Du Mistral 0 LA DESTROUSSE;2;22.0;T2 - EF;payant;24/24 7/7 jours;43.376505,5.60471;La Destrousse;BOUCHES-DU-RHONE;PROVENCE-ALPES-COTE D'AZUR;;B408
Paris Aéroports;Parking PEF, Aéroport de Roissy-CDG;2;3.7;T2 - EF;Gratuit;24/24 7/7 jours;49.004442,2.576883;Le Mesnil-Amelot;SEINE-ET-MARNE;ILE-DE-FRANCE;;B409
Paris Aéroports;Parking PEF, Aéroport de Roissy-CDG;2;3.7;T2 - EF;Gratuit;24/24 7/7 jours;49.004442,2.576883;Le Mesnil-Amelot;SEINE-ET-MARNE;ILE-DE-FRANCE;;B410
Paris Aéroports;Parking PEF, Aéroport de Roissy-CDG;2;3.7;T2 - EF;Gratuit;24/24 7/7 jours;49.004442,2.576883;Le Mesnil-Amelot;SEINE-ET-MARNE;ILE-DE-FRANCE;;B411
Alizé Liberté;Rue Des Mouettes 1 29200 BREST;2;22.0;T2 - EF;payant;24/24 7/7 jours;48.388193,-4.436;Brest;FINISTERE;BRETAGNE;;B412
WiiiZ;Chemin de la Siagne;2;22.0;T2 - EF;payant;24/24 7/7 jours;43.700354,6.847364;Saint-Vallier-de-Thiey;ALPES-MARITIMES;PROVENCE-ALPES-COTE D'AZUR;;B413
WiiiZ;Rue de l'ancien palais de justice;2;22.0;T2 - EF;payant;24/24 7/7 jours;43.657752,6.920752;Grasse;ALPES-MARITIMES;PROVENCE-ALPES-COTE D'AZUR;;B414
WiiiZ;Traverse Kellermann;2;22.0;T2 - EF;payant;24/24 7/7 jours;43.651211,6.92296;Grasse;ALPES-MARITIMES;PROVENCE-ALPES-COTE D'AZUR;;B415
WiiiZ;Place Joseph Rebuffel;2;22.0;T2 - EF;payant;24/24 7/7 jours;43.773845,6.703947;Séranon;ALPES-MARITIMES;PROVENCE-ALPES-COTE D'AZUR;;B416
WiiiZ;Rond-point du Moulin de Brun;2;22.0;T2 - EF;payant;24/24 7/7 jours;43.654076,6.944208;Grasse;ALPES-MARITIMES;PROVENCE-ALPES-COTE D'AZUR;;B417
WiiiZ;Chemin de la Siagne;2;22.0;T2 - EF;payant;24/24 7/7 jours;43.700354,6.847364;Saint-Vallier-de-Thiey;ALPES-MARITIMES;PROVENCE-ALPES-COTE D'AZUR;;B418
Alizé Liberté;Avenue De La Paix 6190 ROQUEBRUNE CAP MARTIN;2;22.0;T2 - EF;payant;24/24 7/7 jours;43.76015,7.479481;Roquebrune-Cap-Martin;ALPES-MARITIMES;PROVENCE-ALPES-COTE D'AZUR;;B419
Alizé Liberté;Chemin De Saint Antonin (Hotel De La Bergerie) 6500 CASTILLON;2;22.0;T2 - EF;payant;24/24 7/7 jours;43.833315,7.472565;Castillon;HAUTES-PYRENEES;OCCITANIE;;B420
Alizé Liberté;Avenue Du Dr Joseph Daveo 6540 SAORGE;2;22.0;T2 - EF;payant;24/24 7/7 jours;43.989458,7.551562;Saorge;ALPES-MARITIMES;PROVENCE-ALPES-COTE D'AZUR;;B421
Alizé Liberté;Promenade de la mer 6500 MENTON;2;22.0;T2 - EF;payant;24/24 7/7 jours;43.781903,7.513379;Menton;ALPES-MARITIMES;PROVENCE-ALPES-COTE D'AZUR;;B422
WiiiZ;Route de Bézaudun;2;22.0;T2 - EF;payant;24/24 7/7 jours;43.825059,7.122704;Bouyon;ALPES-MARITIMES;PROVENCE-ALPES-COTE D'AZUR;;B423
WiiiZ;Parking de la Ferrage;2;22.0;T2 - EF;payant;24/24 7/7 jours;43.720795,6.977588;Gourdon;ARDECHE;AUVERGNE-RHONE-ALPES;;B424
WiiiZ;Rue Henri Laugier;2;22.0;T2 - EF;payant;24/24 7/7 jours;43.605541,7.076204;Antibes;ALPES-MARITIMES;PROVENCE-ALPES-COTE D'AZUR;;B425
Révéo;Place du grand foirail 46170 CASTELNAU MONTRATIER;4;36.0;T2 - EF;payant;24/24 7/7 jours;44.268883,1.351797;Castelnau Montratier-Sainte Alauzie;LOT;OCCITANIE;;B426
Révéo;Eco-quartier Hermies 46160 CAJARC;4;4.0;T2 - EF;payant;24/24 7/7 jours;44.48673,1.844433;Cajarc;LOT;OCCITANIE;;B427
Révéo;Boulevard du colonel Teulie 46100 FIGEAC;8;36.0;T2 - EF;payant;24/24 7/7 jours;44.611422,2.036229;Figeac;LOT;OCCITANIE;;B428
Révéo;Place de la république 46090 GRAMAT;4;36.0;T2 - EF;payant;24/24 7/7 jours;44.779558,1.725735;Gramat;LOT;OCCITANIE;;B429
Révéo;D8, Route De St Cirq Lapopie 46330 SAINT CIRQ LAPOPIE;4;22.0;T2 - EF;payant;24/24 7/7 jours;44.463603,1.671177;Saint-Cirq-Lapopie;LOT;OCCITANIE;;B430
Révéo;Place de la Mairie 46240 COEUR DE CAUSSE;4;4.0;T2 - EF;payant;24/24 7/7 jours;44.648135,1.568414;Cœur de Causse;LOT;OCCITANIE;;B431
Révéo;Place publique 46110 BETAILLE;4;36.0;T2 - EF;payant;24/24 7/7 jours;44.94423,1.731682;Bétaille;LOT;OCCITANIE;;B432
Révéo;Boulevard du colonel Teulie 46100 FIGEAC;8;36.0;T2 - EF;payant;24/24 7/7 jours;44.611422,2.036229;Figeac;LOT;OCCITANIE;;B433
Révéo;Allées des soupirs 46000 CAHORS;8;36.0;T2 - EF;payant;24/24 7/7 jours;44.44275819,1.434081071;Cahors;LOT;OCCITANIE;;B434
Révéo;Salle Des Fêtes 46300 SAINT CIRQ SOUILLAGUET;2;22.0;T2 - EF;payant;24/24 7/7 jours;44.705464,1.456872;Saint-Cirq-Souillaguet;LOT;OCCITANIE;;B435
Révéo;La barrière 46600 FLOIRAC;4;36.0;T2 - EF;payant;24/24 7/7 jours;44.912921,1.653363;Floirac;CHARENTE-MARITIME;NOUVELLE-AQUITAINE;;B436
Révéo;Place de l'église 46200 LACAVE;4;36.0;T2 - EF;payant;24/24 7/7 jours;44.844997,1.557049;Lacave;LOT;OCCITANIE;;B437
Révéo;Place du grand foirail 46170 CASTELNAU MONTRATIER;4;36.0;T2 - EF;payant;24/24 7/7 jours;44.268883,1.351797;Castelnau Montratier-Sainte Alauzie;LOT;OCCITANIE;;B438
Révéo;Place du foirail 46700 GOURDON;8;36.0;T2 - EF;payant;24/24 7/7 jours;44.735268,1.386005;Gourdon;SAONE-ET-LOIRE;BOURGOGNE-FRANCHE-COMTE;;B439
Révéo;Place du Foirail 46250 MARMINIAC;4;4.0;T2 - EF;payant;24/24 7/7 jours;44.665432,1.194853;Marminiac;LOT;OCCITANIE;;B440
Révéo;Place du foirail 46700 GOURDON;8;36.0;T2 - EF;payant;24/24 7/7 jours;44.735268,1.386005;Gourdon;ALPES-MARITIMES;PROVENCE-ALPES-COTE D'AZUR;;B441
Révéo;patinoire 65120 GEDRE;4;18.0;T2 - EF;payant;24/24 7/7 jours;42.78889,0.01832;Gavarnie-Gèdre;HAUTES-PYRENEES;OCCITANIE;;B442
Révéo;Parking balnea 65510 LOUDENVIELLE;2;18.0;T2 - EF;payant;24/24 7/7 jours;42.799326,0.407987;Génos;HAUTES-PYRENEES;OCCITANIE;;B443
E Born;Place Jean Moulin 07370 SARRAS;2;22.0;T2 - EF;payant;24/24 7/7 jours;45.187721,4.799815;Sarras;ARDECHE;AUVERGNE-RHONE-ALPES;;B444
E Born;Le Village 07200 AILHON;2;22.0;T2 - EF;payant;24/24 7/7 jours;44.597907,4.341696;Ailhon;ARDECHE;AUVERGNE-RHONE-ALPES;;B445
E Born;Place Aristide Briand 07120 ST ALBAN AURIOLLES;2;22.0;T2 - EF;payant;24/24 7/7 jours;44.426088,4.299883;Saint-Alban-Auriolles;ARDECHE;AUVERGNE-RHONE-ALPES;;B446
E Born;Le Bourdaric 07140 LES VANS;2;43.0;T2 - EF;payant;24/24 7/7 jours;44.405268,4.128181;Les Vans;ARDECHE;AUVERGNE-RHONE-ALPES;;B447
E Born;Chemin de Halage 07300 MAUVES;2;22.0;T2 - EF;payant;24/24 7/7 jours;45.038472,4.831528;Mauves;ARDECHE;AUVERGNE-RHONE-ALPES;;B448
E Born;Le Village 07660 LESPERON;2;22.0;T2 - EF;payant;24/24 7/7 jours;44.730306,3.897925;Lespéron;ARDECHE;AUVERGNE-RHONE-ALPES;;B449
Révéo;Place Du 19 Mars 1962 9400 TARASCON SUR ARIEGE;2;22.0;T2 - EF;payant;24/24 7/7 jours;42.845215,1.603945;Tarascon-sur-Ariège;ARIEGE;OCCITANIE;;B450
Révéo;Rue Gabriel Fauré 9000 FOIX;2;22.0;T2 - EF;payant;24/24 7/7 jours;42.963162,1.604292;Foix;ARIEGE;OCCITANIE;;B451
La borne �lectrique;Rue Ren� Caro - 29115 Lann�dern;2;22.0;T2 - EF;payant;24/24 7/7 jours;48.30115,-3.896777;Lannédern;FINISTERE;BRETAGNE;;B452
La borne �lectrique;Place du G�n�ral de Gaulle - 29003 Audierne;2;22.0;T2 - EF;payant;24/24 7/7 jours;48.027272,-4.537575;Audierne;FINISTERE;BRETAGNE;;B453
La borne �lectrique;Tourbie - 29232 Quimper;2;22.0;T2 - EF;payant;24/24 7/7 jours;47.99945,-4.102052;Quimper;FINISTERE;BRETAGNE;;B454
La borne �lectrique;Rue de la Marne - 29042 Crozon;2;22.0;T2 - EF;payant;24/24 7/7 jours;48.248336,-4.491614;Crozon;FINISTERE;BRETAGNE;;B455
La borne �lectrique;Place Charles de Gaulle - 29272 Saint-Yvi;2;22.0;T2 - EF;payant;24/24 7/7 jours;47.966837,-3.937406;Saint-Yvi;FINISTERE;BRETAGNE;;B456
La borne �lectrique;Place des Anciens Combattants - 29001 Argol;2;22.0;T2 - EF;payant;24/24 7/7 jours;48.24584,-4.317977;Argol;FINISTERE;BRETAGNE;;B457
La borne �lectrique;Place de la Mairie - 29091 Kerlouan;2;22.0;T2 - EF;payant;24/24 7/7 jours;48.644726,-4.367066;Kerlouan;FINISTERE;BRETAGNE;;B458
La borne �lectrique;Quai d'Auxerre - 29239 Roscoff;2;22.0;T2 - EF;payant;24/24 7/7 jours;48.722673,-3.980547;Roscoff;FINISTERE;BRETAGNE;;B459
La borne �lectrique;Rue des Goemoniers - 29085 Ile Tudy;2;22.0;T2 - EF;payant;24/24 7/7 jours;47.845468,-4.167864;Île-Tudy;FINISTERE;BRETAGNE;;B460
La borne �lectrique;Aire de covoiturage Coat Conq - 29039 Concarneau;2;50.0;T2 - EF;payant;24/24 7/7 jours;47.921692,-3.901737;Concarneau;FINISTERE;BRETAGNE;;B461
La borne �lectrique;All�e du Stade - 29176 Plon�vez-Porzay;2;22.0;T2 - EF;payant;24/24 7/7 jours;48.125258,-4.221339;Plonévez-Porzay;FINISTERE;BRETAGNE;;B462
Watt else?;23 Place Marcadieu 65000 Tarbes;4;18.0;T2 - EF;gratuit;24/24 7/7 jours;43.231565,0.084079;Tarbes;HAUTES-PYRENEES;OCCITANIE;;B463
SDE76;PLACE CHARLES DE GAULLE;2;22.0;T2 - EF;payant;24/24 7/7 jours;49.678975,1.04405833;Tôtes;SEINE-MARITIME;NORMANDIE;;B464
SDE76;2 Bis rue du Général de Gaulle;2;22.0;T2 - EF;payant;24/24 7/7 jours;49.814997,1.172183;Torcy-le-Petit;AUBE;GRAND EST;;B465
SDE76;Rue Pasteur;2;22.0;T2 - EF;payant;24/24 7/7 jours;49.528086,0.931743;Villers-Écalles;SEINE-MARITIME;NORMANDIE;;B466
SDE76;Route de Carreau;2;22.0;T2 - EF;payant;24/24 7/7 jours;49.640571,0.222402;Gonneville-la-Mallet;SEINE-MARITIME;NORMANDIE;;B467
SDE76;1 rue de l’Ecole;2;22.0;T2 - EF;payant;24/24 7/7 jours;49.528086,0.931743;Villers-Écalles;SEINE-MARITIME;NORMANDIE;;B468
SDE76;PARKING  RUE CHARLES GERVAIS;2;22.0;T2 - EF;payant;24/24 7/7 jours;49.46383056,1.51535833;La Feuillie;SEINE-MARITIME;NORMANDIE;;B469
SDE76;Rue de l'église;2;22.0;T2 - EF;payant;24/24 7/7 jours;49.87861,1.22165;Saint-Nicolas-d'Aliermont;SEINE-MARITIME;NORMANDIE;;B470
SDE76;Route de Grainval;2;22.0;T2 - EF;payant;24/24 7/7 jours;49.761122,0.365779;Fécamp;SEINE-MARITIME;NORMANDIE;;B471
SDE76;Avenue DU GENERAL DE GAULLE;2;22.0;T2 - EF;payant;24/24 7/7 jours;49.769288,1.643907;Nullemont;SEINE-MARITIME;NORMANDIE;;B472
SDE76;Rue des Châtaigniers;2;22.0;T2 - EF;payant;24/24 7/7 jours;49.528097,0.411832;La Remuée;SEINE-MARITIME;NORMANDIE;;B473
SDE76;PARKING  RUE CHARLES GERVAIS;2;22.0;T2 - EF;payant;24/24 7/7 jours;49.46383056,1.51535833;La Feuillie;MANCHE;NORMANDIE;;B474
SDEA10;3 Place de la Liberté 10700 POUAN LES VALLEES;2;18.0;T2 - EF;payant;24/24 7/7 jours;48.5411282,4.0665713;Pouan-les-Vallées;AUBE;GRAND EST;;B475
SDEA10;1 Ruelle des Juifs 10350 MARIGNY LE CHATEL;2;18.0;T2 - EF;payant;24/24 7/7 jours;48.403725,3.73673;Marigny-le-Châtel;AUBE;GRAND EST;;B476
SDEA10;5 Rue de l'Église 10800 SAINT THIBAULT;2;18.0;T2 - EF;payant;24/24 7/7 jours;48.207034,4.137337;Saint-Thibault;COTE-D'OR;BOURGOGNE-FRANCHE-COMTE;;B477
SDEA10;1 Rue du Four 10510 CHATRES;2;18.0;T2 - EF;payant;24/24 7/7 jours;48.501457,3.852836;Châtres;DORDOGNE;NOUVELLE-AQUITAINE;;B478
SDEA10;Rue de la Halle 10220 PINEY;2;18.0;T2 - EF;payant;24/24 7/7 jours;48.364012,4.332113;Piney;AUBE;GRAND EST;;B479
SDEA10;44 Avenue Jules Guesdes 10150 PONT SAINTE MARIE;2;18.0;T2 - EF;payant;24/24 7/7 jours;48.31798,4.104369;Pont-Sainte-Marie;AUBE;GRAND EST;;B480
SDEA10;Allée Forestičre 10440 LA RIVIERE DE CORPS;2;18.0;T2 - EF;payant;24/24 7/7 jours;48.2861626,4.0284165;La Rivière-de-Corps;AUBE;GRAND EST;;B481
SDEA10;4 Rue du Moulin 10190 DIERREY SAINT JULIEN;2;18.0;T2 - EF;payant;24/24 7/7 jours;48.311377,3.829991;Dierrey-Saint-Julien;AUBE;GRAND EST;;B482
SDEA10;14 Place Maurice Jacquinot 10270 LUSIGNY SUR BARSE;2;18.0;T2 - EF;payant;24/24 7/7 jours;48.254884,4.268967;Lusigny-sur-Barse;AUBE;GRAND EST;;B483
SDEA10;468 Grande Rue - Parking Intermarché 10130 AUXON;2;18.0;T2 - EF;payant;24/24 7/7 jours;48.099248,3.920259;Auxon;HAUTE-SAONE;BOURGOGNE-FRANCHE-COMTE;;B484
E Born;Parc Colombet 26300 ALIXAN;2;22.0;T2 - EF;payant;24/24 7/7 jours;44.97412,5.025963;Alixan;DROME;AUVERGNE-RHONE-ALPES;;B485
E Born;Pont du Rh?ne 26000 VALENCE;2;22.0;T2 - EF;payant;24/24 7/7 jours;44.931448,4.885265;Valence;TARN-ET-GARONNE;OCCITANIE;;B486
E Born;A?roport - Unamed Road 26120 CHABEUIL;2;22.0;T2 - EF;payant;24/24 7/7 jours;44.916507,4.964837;Chabeuil;DROME;AUVERGNE-RHONE-ALPES;;B487
Pass pass electrique;Rue de Carpentras, Sequedin;2;18.0;T2 - EF;payant;24/24 7/7 jours;50.624002,2.985088;Sequedin;NORD;HAUTS-DE-FRANCE;;B488
Alizé Liberté;Parking Allée Claude Bernard 45770 SARAN;2;22.0;T2 - EF;payant;24/24 7/7 jours;47.9508,1.87386;Saran;LOIRET;CENTRE-VAL DE LOIRE;;B489
VIRTA;Avenue du 11/11/18 - impasse des loisirs - 37380 ST LAURENT EN GATINES;1;18.0;T2 - EF;payant;24/24 7/7 jours;47.5859161,0.7778569;Saint-Laurent-en-Gâtines;INDRE-ET-LOIRE;CENTRE-VAL DE LOIRE;;B490
Révéo;Avenue Jean Tassy 30430 BARJAC;2;18.0;T2 - EF;payant;24/24 7/7 jours;44.306927,4.347918;Barjac;LOZERE;OCCITANIE;;B491
Révéo;Parking De L'Europe 30230 BOUILLARGUES;2;18.0;T2 - EF;payant;24/24 7/7 jours;43.800075,4.425028;Bouillargues;GARD;OCCITANIE;;B492
Révéo;Parking Pole Médical - Foyer 30700 ARPAILLARGUES ET AUREILLAC;2;18.0;T2 - EF;payant;24/24 7/7 jours;44.000128,4.374356;Arpaillargues-et-Aureillac;GARD;OCCITANIE;;B493
Révéo;Rue Charron 30310 VERGEZE;2;18.0;T2 - EF;payant;24/24 7/7 jours;43.742161,4.223571;Vergèze;GARD;OCCITANIE;;B494
Révéo;La Paradine,Parking Foyer 30125 SAUMANE;2;18.0;T2 - EF;payant;24/24 7/7 jours;44.118296,3.762631;Saumane;GARD;OCCITANIE;;B495
Révéo;Avenue Jean Prouvé 30900 NIMES;2;18.0;T2 - EF;payant;24/24 7/7 jours;43.814228,4.352095;Nîmes;GARD;OCCITANIE;;B496
SMOYS;RUE GAMBETTA;1;22.0;T2 - EF;payant;24/24 7/7 jours;48.636143,2.309117;Saint-Michel-sur-Orge;ESSONNE;ILE-DE-FRANCE;;B497
SMOYS;JEAN TARIS;1;22.0;T2 - EF;payant;24/24 7/7 jours;48.640057,2.430556;Évry-Courcouronnes;ESSONNE;ILE-DE-FRANCE;;B498
SMOYS;RUE DU TERRIER;1;22.0;T2 - EF;payant;24/24 7/7 jours;48.647415,2.368528;Grigny;RHONE;AUVERGNE-RHONE-ALPES;;B499
SMOYS;PROMENADE DU CANAL;1;22.0;T2 - EF;payant;24/24 7/7 jours;48.65414,2.382778;Grigny;ESSONNE;ILE-DE-FRANCE;;B500
SMOYS;PROMENADE DU CANAL;1;22.0;T2 - EF;payant;24/24 7/7 jours;48.65414,2.382778;Grigny;ESSONNE;ILE-DE-FRANCE;;B501
SMOYS;COURS NEUENHAUS;1;22.0;T2 - EF;payant;24/24 7/7 jours;48.690033,2.529486;Boussy-Saint-Antoine;ESSONNE;ILE-DE-FRANCE;;B502
ALTERBASE86;Le bourg - 86400 - Saint-Macoux;2;18.0;T2 - EF;payant;24/24 7/7 jours;46.11744,0.2333;Saint-Macoux;VIENNE;NOUVELLE-AQUITAINE;;B503
ALTERBASE86;Parking de la mairie - 86600 - Coulombiers;2;18.0;T2 - EF;payant;24/24 7/7 jours;46.48457,0.185;Coulombiers;VIENNE;NOUVELLE-AQUITAINE;;B504
ALTERBASE86;Place Francois Albert - 86190 - Vouille;2;18.0;T2 - EF;payant;24/24 7/7 jours;46.63914,0.16553;Vouillé;VIENNE;NOUVELLE-AQUITAINE;;B505
ALTERBASE86;Parking route de Bouresse - 86410 - Verrieres;2;18.0;T2 - EF;payant;24/24 7/7 jours;46.41083,0.59284;Verrières;PUY-DE-DOME;AUVERGNE-RHONE-ALPES;;B506
ALTERBASE86;Parking Intermarche - 86530 - Naintre;2;18.0;T2 - EF;payant;24/24 7/7 jours;46.75725,0.48492;Naintré;VIENNE;NOUVELLE-AQUITAINE;;B507
ALTERBASE86;Place du 11 novembre - 86210 - Archigny;2;18.0;T2 - EF;payant;24/24 7/7 jours;46.67327,0.65243;Archigny;VIENNE;NOUVELLE-AQUITAINE;;B508
ALTERBASE86;Avenue du General de Gaulle - 86310 - Saint-Savin;2;18.0;T2 - EF;payant;24/24 7/7 jours;46.56596,0.86389;Saint-Savin;VIENNE;NOUVELLE-AQUITAINE;;B509
ALTERBASE86;La Mignotterie - Pole Multimodal - 86190 - Beruges;2;18.0;T2 - EF;payant;24/24 7/7 jours;46.56906,0.19754;Béruges;VIENNE;NOUVELLE-AQUITAINE;;B510
ALTERBASE86;Place du puits - 86480 - Rouille;2;18.0;T2 - EF;payant;24/24 7/7 jours;46.42062,0.04111;Rouillé;VIENNE;NOUVELLE-AQUITAINE;;B511
ALTERBASE86;Place de l ecole - 86330 - Moncontour;2;18.0;T2 - EF;payant;24/24 7/7 jours;46.88099,-0.0199;Moncontour;VIENNE;NOUVELLE-AQUITAINE;;B512
ALTERBASE86;Rue Pablo Picasso - 86550 - Mignaloux-Beauvoir;2;18.0;T2 - EF;payant;24/24 7/7 jours;46.55698,0.37658;Mignaloux-Beauvoir;VIENNE;NOUVELLE-AQUITAINE;;B513
ALTERBASE86;Route de Mirebeau - 86170 - Vouzailles;2;18.0;T2 - EF;payant;24/24 7/7 jours;46.71077,0.09633;Vouzailles;VIENNE;NOUVELLE-AQUITAINE;;B514
ALTERBASE86;Lotissement les Terrageaux - 86300 - Bonnes;2;18.0;T2 - EF;payant;24/24 7/7 jours;46.60733,0.60268;Bonnes;CHARENTE;NOUVELLE-AQUITAINE;;B515
ALTERBASE86;Parking Rue de Guerting - 86410 - Bouresse;2;18.0;T2 - EF;payant;24/24 7/7 jours;46.36157,0.61114;Bouresse;VIENNE;NOUVELLE-AQUITAINE;;B516
ALTERBASE86;Rue des ecoles - 86160 - Marnay;2;18.0;T2 - EF;payant;24/24 7/7 jours;46.3962,0.34093;Marnay;VIENNE;NOUVELLE-AQUITAINE;;B517
ALTERBASE86;5, Avenue de Paris - 86490 - Beaumont Saint-Cyr;2;18.0;T2 - EF;payant;24/24 7/7 jours;46.73118,0.43986;Beaumont Saint-Cyr;VIENNE;NOUVELLE-AQUITAINE;;B518
ALTERBASE86;Place Saint-Vincent - 86380 - Saint-Martin La Pallue;2;18.0;T2 - EF;payant;24/24 7/7 jours;46.73765,0.28073;Saint-Martin-la-Pallu;VIENNE;NOUVELLE-AQUITAINE;;B519
ALTERBASE86;Place de la liberte - 86400 - Civray;2;18.0;T2 - EF;payant;24/24 7/7 jours;46.14706,0.29635;Civray;CHER;CENTRE-VAL DE LOIRE;;B520
ALTERBASE86;Place du souvenir Francais - 86370 - Marigny-Chemereau;2;18.0;T2 - EF;payant;24/24 7/7 jours;46.42481,0.21484;Marigny-Chemereau;VIENNE;NOUVELLE-AQUITAINE;;B521
Révéo;Chemin De La Madeleine 11010 CARCASSONNE;2;18.0;T2 - EF;payant;24/24 7/7 jours;43.221676,2.39402;Carcassonne;AUDE;OCCITANIE;;B522
Révéo;Av De Ginesto, Parking Du Cimetière 11120 GINESTAS;2;22.0;T2 - EF;payant;24/24 7/7 jours;43.269167,2.876667;Ginestas;AUDE;OCCITANIE;;B523
Révéo;Parking Grotte 11600 LIMOUSIS;2;22.0;T2 - EF;payant;24/24 7/7 jours;43.3422222,2.412777778;Limousis;AUDE;OCCITANIE;;B524
Révéo;Parking Souterain Andre Chenier 11000 CARCASSONNE;2;22.0;T2 - EF;payant;24/24 7/7 jours;43.216954,2.351508;Carcassonne;AUDE;OCCITANIE;;B525
